,Number,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
631,32.0,John Cantrell,Chicago State,32.0,35.0,19.8,7.7,15.1,0.507,1.0,2.7,0.356,3.5,4.9,0.709,2.0,3.0,5.1,2.2,2.3,0.3,1.9,2.0
632,33.0,Charles Jenkins,Hofstra,32.0,35.1,19.7,6.3,15.7,0.404,1.0,3.1,0.313,6.0,7.3,0.821,0.9,3.9,4.8,4.3,1.4,0.5,3.3,2.6
633,34.0,Dionte Christmas,Temple,34.0,35.0,19.5,6.4,15.5,0.414,3.1,8.9,0.352,3.5,4.6,0.753,1.1,4.7,5.8,2.9,1.5,0.1,2.9,2.5
634,35.0,Aubrey Coleman,Houston,32.0,32.8,19.4,6.8,16.0,0.426,0.3,1.5,0.208,5.4,7.1,0.763,2.7,5.5,8.2,2.4,2.3,0.0,2.5,2.4
635,36.0,Alex Barnett,Dartmouth,28.0,34.1,19.4,6.9,15.7,0.442,1.9,4.7,0.409,3.6,4.4,0.82,1.3,4.3,5.6,1.9,1.3,1.2,2.3,1.9
636,37.0,Aaron Jackson,Duquesne,34.0,36.7,19.3,6.7,12.1,0.554,1.4,3.4,0.405,4.5,5.5,0.809,1.8,3.7,5.5,5.7,1.6,0.1,3.0,1.9
637,38.0,Jack McClinton,Miami (FL),32.0,32.2,19.3,6.3,13.9,0.449,3.2,7.0,0.453,3.6,4.1,0.885,0.6,2.5,3.1,2.8,0.8,0.0,2.6,1.6
638,39.0,Sam Young,Pittsburgh,36.0,31.8,19.2,7.3,14.4,0.502,1.5,4.0,0.372,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1.0,0.8,2.4,1.7
639,40.0,Ahmad Nivins,Saint Joseph's,32.0,39.3,19.2,6.4,10.5,0.612,0.0,0.0,0.0,6.3,8.1,0.787,3.9,7.9,11.8,1.0,0.8,1.8,2.7,2.2
640,41.0,Travis Holmes,Virginia Military,27.0,31.5,19.1,6.3,12.8,0.496,1.3,4.4,0.303,5.1,6.4,0.787,1.4,4.7,6.1,4.3,3.2,0.6,3.0,2.7
641,42.0,A.D. Vassallo,Virginia Tech,34.0,36.7,19.1,6.8,15.2,0.45,2.4,6.6,0.367,3.0,3.6,0.835,1.4,4.8,6.2,2.6,0.8,0.9,2.5,2.2
642,43.0,Kenard Moore,Southeast Missouri State,30.0,36.2,19.0,6.7,16.1,0.416,3.2,9.5,0.34,2.4,3.0,0.78,0.5,1.7,2.2,1.6,1.2,0.1,2.8,2.1
643,44.0,Shy Ely,Evansville,31.0,35.1,18.9,6.6,14.3,0.459,0.4,1.6,0.265,5.4,7.0,0.769,1.1,4.7,5.8,1.7,0.8,0.3,2.1,2.1
644,45.0,Erik Kangas,Oakland,35.0,36.0,18.9,6.3,14.4,0.44,3.9,9.3,0.417,2.4,2.7,0.883,0.7,2.3,2.9,1.7,1.1,0.2,1.9,1.4
645,46.0,Sherron Collins,Kansas,35.0,35.1,18.9,6.5,14.9,0.434,2.2,5.9,0.376,3.8,4.7,0.795,0.5,2.3,2.9,5.0,1.1,0.0,3.3,1.9
646,47.0,Jeff Teague,Wake Forest,31.0,32.0,18.8,5.8,12.0,0.485,1.5,3.3,0.441,5.8,7.1,0.817,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2
647,48.0,Brett Winkelman,North Dakota State,33.0,33.0,18.6,6.7,13.2,0.503,1.3,3.2,0.396,4.0,4.9,0.809,2.2,5.4,7.5,1.8,1.5,0.4,1.8,1.9
648,49.0,Paul Graham III,Florida Atlantic ,31.0,34.5,18.5,6.3,16.2,0.39,2.1,6.4,0.335,3.8,4.5,0.83,0.8,3.0,3.9,2.0,0.6,0.1,2.1,1.8
649,50.0,Brandon Ewing,Wyoming,33.0,38.3,18.5,5.0,11.3,0.442,1.5,4.4,0.336,7.1,8.5,0.832,0.5,2.9,3.3,5.0,1.0,0.2,2.7,2.2
650,51.0,Dar Tucker,DePaul,32.0,32.4,18.5,6.3,16.3,0.39,1.8,6.4,0.284,4.0,5.7,0.703,1.6,3.8,5.4,1.5,1.4,0.4,2.8,2.2
651,52.0,Ryan Wittman,Cornell,31.0,34.1,18.5,6.4,14.1,0.452,3.1,7.5,0.416,2.6,3.2,0.818,0.4,3.2,3.6,2.6,0.9,0.2,1.8,2.2
652,53.0,Tywain McKee,Coppin State,32.0,36.8,18.4,6.1,15.0,0.404,2.1,5.8,0.36,4.2,5.2,0.808,1.3,4.4,5.7,4.1,2.8,0.1,3.0,2.3
653,54.0,Patty Mills,Saint Mary's,26.0,33.3,18.4,6.3,15.6,0.402,2.6,7.6,0.338,3.3,3.8,0.859,0.5,1.9,2.4,3.9,2.2,0.2,2.9,1.7
654,55.0,Wesley Matthews,Marquette,35.0,34.0,18.3,5.5,11.6,0.475,1.2,3.3,0.368,6.1,7.3,0.829,1.3,4.4,5.7,2.5,1.2,0.5,2.3,2.2
655,56.0,Dzherom Rendl,California,33.0,35.3,18.3,5.8,11.5,0.501,2.5,5.4,0.463,4.2,4.9,0.863,0.4,2.6,3.0,5.0,0.7,0.0,2.9,1.8
656,57.0,Jordan Hill,Arizona,34.0,35.7,18.3,7.4,13.8,0.537,0.0,0.0,0.0,3.4,5.3,0.654,4.2,6.8,11.0,1.5,0.9,1.7,2.9,3.0
657,58.0,James Anderson,Oklahoma State,35.0,33.5,18.2,6.0,12.4,0.482,2.4,5.9,0.408,3.9,4.7,0.829,2.2,3.5,5.7,1.4,1.1,0.7,2.0,2.4
658,59.0,Ricky Harris,Massachusetts,30.0,32.4,18.2,5.8,13.9,0.416,2.9,7.5,0.387,3.8,4.8,0.79,0.4,2.5,2.9,1.5,1.3,0.2,2.6,1.9
659,60.0,Kevin Palmer,Texas A&M-CC,33.0,29.9,18.2,5.8,13.5,0.427,1.6,5.3,0.31,5.0,6.2,0.809,1.7,3.5,5.2,2.8,2.6,0.5,3.3,1.9
660,61.0,John Holland,Boston University,30.0,35.5,18.1,6.2,13.3,0.464,2.7,6.7,0.396,3.1,4.0,0.769,2.2,3.3,5.5,1.1,1.8,0.3,1.7,2.3
661,62.0,Dominique Jones,South Florida,31.0,37.5,18.1,6.2,14.9,0.419,1.7,5.6,0.309,3.9,5.5,0.708,2.0,3.6,5.6,3.9,1.3,0.4,2.6,2.5
662,63.0,Jamal Barney,Loyola (MD),31.0,28.6,18.1,6.7,16.1,0.416,0.9,3.3,0.282,3.8,4.8,0.797,1.7,3.7,5.5,1.3,1.4,0.5,2.5,2.4
663,64.0,Malcolm Delaney,Virginia Tech,34.0,36.9,18.1,4.7,12.2,0.385,2.1,5.8,0.354,6.6,7.6,0.869,1.0,3.0,4.0,4.5,1.5,0.3,2.9,2.6
664,65.0,Stephen McDowell,Chattanooga,35.0,33.6,18.1,5.8,13.3,0.435,3.9,9.1,0.425,2.7,3.4,0.797,0.9,2.4,3.3,1.5,0.9,0.0,1.7,1.6
665,66.0,David Huertas,Ole Miss,30.0,31.7,18.1,5.5,13.3,0.417,2.6,7.2,0.355,4.4,5.5,0.806,1.3,3.3,4.5,2.3,0.9,0.2,2.4,2.2
666,67.0,John Bryant,Santa Clara,33.0,31.0,18.1,6.8,11.5,0.596,0.0,0.0,0.0,4.4,5.5,0.787,4.2,9.9,14.2,1.1,0.5,2.5,2.5,2.5
667,68.0,Kelvin Lewis,Houston,33.0,36.9,18.1,5.9,14.4,0.414,2.8,7.6,0.369,3.4,4.0,0.835,0.7,2.5,3.3,1.3,1.5,0.2,1.4,2.0
668,69.0,Kaleo Kina,Navy,30.0,32.6,18.0,6.2,15.3,0.404,1.2,4.8,0.245,4.5,6.2,0.727,0.7,4.9,5.6,3.8,1.4,0.1,3.1,2.6
669,70.0,Chase Budinger,Arizona,35.0,37.6,18.0,6.3,13.0,0.48,1.9,4.8,0.399,3.6,4.5,0.801,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9
670,71.0,Ryan Thompson,Rider,32.0,38.3,18.0,6.2,12.1,0.509,1.4,3.4,0.422,4.3,5.5,0.773,2.1,4.4,6.5,3.2,1.8,0.4,2.7,2.1
671,72.0,Patrick Patterson,Kentucky,34.0,33.6,17.9,7.1,11.7,0.603,0.0,0.0,0.0,3.8,4.9,0.768,2.7,6.6,9.3,1.9,0.6,2.1,1.9,2.2
672,73.0,Jahmar Young,New Mexico State,32.0,33.9,17.9,5.7,12.4,0.457,2.2,5.1,0.421,4.4,5.3,0.824,0.7,3.3,4.0,3.3,1.4,0.2,2.2,2.4
673,74.0,Garrison Carr,American University,32.0,36.0,17.9,5.9,14.7,0.401,3.6,9.2,0.389,2.5,3.3,0.771,0.5,2.6,3.1,1.6,1.0,0.1,2.6,2.1
674,75.0,David Kool,Western Michigan,31.0,34.1,17.9,5.4,13.8,0.392,1.9,6.3,0.297,5.2,5.8,0.894,0.5,3.6,4.1,2.0,1.4,0.0,2.7,2.3
675,76.0,Michael Bramos,Miami (OH),30.0,35.2,17.9,5.8,14.3,0.402,2.4,6.6,0.357,4.0,4.8,0.833,0.5,3.6,4.1,1.7,1.0,1.1,2.0,1.8
676,77.0,David Dubois,Western Illinois,27.0,36.1,17.9,7.4,15.3,0.484,0.6,1.5,0.425,2.4,3.4,0.699,2.3,3.5,5.9,1.2,1.3,0.5,2.0,3.2
677,78.0,Gerald Robinson,Tennessee State,30.0,33.0,17.8,5.9,13.4,0.442,1.0,3.6,0.278,5.0,6.4,0.772,1.2,2.7,3.9,3.9,2.0,0.1,3.6,2.3
678,79.0,Jamar Briscoe,North Carolina Central,30.0,33.3,17.8,5.7,14.7,0.391,2.0,5.7,0.353,4.4,5.7,0.771,0.6,1.9,2.5,2.7,1.8,0.0,4.1,2.7
679,80.0,Noah Dahlman,Wofford,29.0,30.1,17.8,6.7,11.1,0.601,0.0,0.1,0.0,4.5,6.3,0.714,3.4,3.0,6.4,0.5,0.7,0.3,1.3,1.8
680,81.0,Jamarco Warren,Charleston Southern,29.0,33.1,17.8,5.8,14.1,0.412,3.4,8.6,0.398,2.8,3.6,0.771,0.3,2.4,2.8,2.8,0.9,0.1,2.3,2.2
681,82.0,Rodney Green,La Salle,31.0,35.2,17.8,6.4,13.5,0.476,0.9,2.7,0.345,4.0,5.7,0.705,1.0,4.0,5.0,3.4,1.9,0.2,3.2,2.5
682,83.0,Jeremy Lin,Harvard,28.0,34.8,17.8,5.9,11.8,0.502,1.4,3.6,0.4,4.5,6.0,0.744,0.9,4.6,5.5,4.3,2.4,0.6,3.8,2.9
683,84.0,Anthony Vereen,Texas-Arlington,30.0,29.6,17.7,5.9,10.1,0.581,0.3,0.9,0.357,5.7,7.2,0.783,2.0,4.5,6.5,2.2,0.8,0.1,1.6,3.0
684,85.0,Emmanuel Jones,Texas-RGV,26.0,30.4,17.7,7.1,12.8,0.557,0.0,0.2,0.25,3.4,5.2,0.659,2.5,5.5,8.0,1.1,0.8,0.9,2.5,1.9
685,86.0,Jerome Tillman,Ohio,32.0,32.7,17.7,5.7,11.3,0.507,0.8,2.6,0.329,5.4,7.3,0.736,2.6,5.4,8.1,1.2,1.1,0.5,2.3,2.9
686,87.0,Robert Vaden,UAB,34.0,36.5,17.6,6.1,15.4,0.397,3.3,9.5,0.346,2.2,2.9,0.74,0.7,4.2,4.9,2.1,1.0,0.6,2.5,1.8
687,88.0,Courtney Pigram,East Tennessee State,34.0,34.8,17.6,6.3,16.2,0.389,2.2,6.9,0.326,2.8,3.9,0.718,0.7,2.7,3.4,4.1,1.7,0.2,3.3,2.1
688,89.0,Anthony Smith,Liberty,35.0,36.3,17.6,6.2,12.5,0.498,2.1,5.8,0.371,3.0,4.6,0.658,1.1,5.4,6.5,2.1,1.2,0.2,2.2,2.1
689,90.0,Anthony Johnson,Montana,29.0,31.3,17.6,5.7,11.2,0.503,0.7,1.9,0.345,5.6,6.4,0.871,0.5,2.3,2.8,3.1,0.7,0.2,2.9,1.9
690,91.0,Greivis Vasquez,Maryland,35.0,34.6,17.5,6.2,15.4,0.405,1.9,5.8,0.327,3.2,3.7,0.867,1.1,4.3,5.4,5.0,1.4,0.4,2.8,2.2
691,92.0,Randy Culpepper,UTEP,37.0,30.2,17.5,5.7,13.9,0.41,2.4,6.9,0.346,3.7,5.0,0.745,0.8,2.1,2.9,1.8,1.8,0.3,2.3,2.8
692,93.0,Jonny Flynn,Syracuse,38.0,37.3,17.4,5.8,12.5,0.46,1.2,3.7,0.317,4.7,6.0,0.786,0.6,2.2,2.7,6.7,1.4,0.2,3.4,1.4
693,94.0,Davis Baker,Southern Utah,31.0,35.0,17.4,6.5,13.7,0.469,1.5,3.7,0.409,3.0,3.4,0.877,0.8,3.7,4.5,1.4,1.0,0.2,2.3,1.8
694,95.0,Jimmy Baron,Rhode Island,34.0,32.5,17.4,5.9,12.6,0.465,3.5,7.6,0.454,2.2,2.4,0.892,1.0,1.7,2.7,1.9,0.7,0.1,1.3,1.5
695,96.0,Cory Higgins,Colorado,31.0,37.0,17.4,5.3,11.2,0.476,1.0,2.9,0.36,5.7,6.8,0.83,0.6,4.8,5.4,2.6,1.9,0.4,2.8,2.5
696,97.0,Tyler Smith,Tennessee,34.0,32.6,17.4,5.8,13.1,0.439,0.8,2.8,0.292,5.0,6.5,0.766,2.1,3.7,5.8,3.4,0.7,0.2,2.1,2.1
697,98.0,Evan Turner,Ohio State,33.0,36.4,17.3,5.8,11.6,0.503,0.3,0.8,0.44,5.3,6.7,0.788,1.7,5.4,7.1,4.0,1.8,0.8,3.5,2.9
698,99.0,Kyndall Dykes,New Orleans,26.0,35.6,17.3,6.7,13.7,0.487,0.1,0.6,0.125,3.8,5.7,0.671,1.1,4.0,5.1,1.7,1.4,0.2,2.5,1.7
699,100.0,Garfield Blair,Stetson,30.0,32.9,17.3,6.2,14.4,0.433,1.3,3.7,0.355,3.5,4.9,0.714,2.1,5.7,7.7,2.1,1.1,0.6,3.1,2.5
700,1.0,Aubrey Coleman,Houston,35.0,36.9,25.6,8.7,20.5,0.425,1.5,4.6,0.317,6.7,9.1,0.737,2.4,5.0,7.4,2.6,2.7,0.2,2.3,2.2
701,2.0,Adnan Hodzic,Lipscomb,30.0,32.3,22.7,9.0,14.8,0.604,0.0,0.0,0.0,4.8,7.1,0.676,3.4,5.6,9.1,0.8,0.5,0.4,2.7,2.2
702,3.0,Keith Haynes,Texas-Arlington,30.0,33.3,22.6,7.2,14.8,0.483,2.1,5.1,0.409,6.2,8.3,0.746,0.8,3.5,4.3,3.7,1.5,0.3,3.6,2.1
703,4.0,Adrian Oliver,San Jose State,31.0,36.1,22.5,7.4,17.0,0.437,1.6,4.0,0.408,6.1,6.8,0.887,1.6,3.7,5.3,2.9,1.0,0.5,3.2,3.0
704,5.0,Devan Downey,South Carolina,31.0,34.0,22.5,7.6,19.1,0.4,2.2,6.5,0.342,5.0,6.0,0.834,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
705,6.0,James Anderson,Oklahoma State,33.0,34.1,22.3,6.8,15.0,0.457,2.2,6.6,0.341,6.3,7.8,0.81,1.9,3.9,5.8,2.4,1.4,0.6,2.4,2.7
706,7.0,Jimmer Fredette,Brigham Young,34.0,31.1,22.1,6.6,14.4,0.458,2.3,5.1,0.44,6.6,7.4,0.892,0.7,2.4,3.1,4.7,1.2,0.1,2.7,1.1
707,8.0,Landry Fields,Stanford,32.0,36.3,22.0,7.8,15.8,0.49,0.9,2.7,0.337,5.6,8.0,0.696,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
708,9.0,Luke Babbitt,Nevada,34.0,37.1,21.9,7.4,14.8,0.5,1.2,3.0,0.416,5.9,6.4,0.917,2.1,6.9,8.9,2.1,1.0,0.8,2.4,2.6
709,10.0,Luke Harangody,Notre Dame,30.0,33.0,21.8,8.1,16.9,0.481,0.8,2.7,0.309,4.7,5.9,0.787,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
710,11.0,Michael DeLoach,Norfolk State,30.0,35.9,21.7,7.9,15.8,0.502,1.2,3.8,0.313,4.7,6.9,0.673,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
711,12.0,David Kool,Western Michigan,33.0,35.0,21.6,6.7,14.9,0.449,1.9,5.3,0.358,6.3,7.1,0.897,1.1,3.0,4.1,2.6,1.8,0.0,2.2,1.6
712,13.0,Reggie Holmes,Morgan State,37.0,33.1,21.5,6.1,15.8,0.389,2.7,7.6,0.361,6.5,7.9,0.82,1.5,2.8,4.3,0.8,1.5,0.2,2.0,2.4
713,14.0,Dominique Jones,South Florida,33.0,37.1,21.4,6.7,14.9,0.45,1.6,5.1,0.311,6.3,8.5,0.741,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
714,15.0,Artsiom Parakhouski,Radford,31.0,34.7,21.4,8.1,13.9,0.581,0.1,0.4,0.25,5.1,9.1,0.562,5.2,8.2,13.4,1.1,0.6,2.1,2.4,2.2
715,16.0,Omar Samhan,Saint Mary's,34.0,32.3,21.3,8.3,15.0,0.553,0.0,0.0,0.0,4.7,6.5,0.727,3.5,7.4,10.9,1.0,0.4,2.9,2.1,3.0
716,17.0,Anatoly Bose,Nicholls State,30.0,35.4,21.1,6.5,14.7,0.439,2.9,7.5,0.384,5.3,7.1,0.743,1.4,4.5,6.0,2.0,1.1,0.3,2.8,2.1
717,18.0,Chris Harris,Navy,30.0,34.9,21.1,6.1,17.1,0.357,2.9,8.6,0.342,5.9,6.8,0.873,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
718,19.0,Denzel Bowles,James Madison,25.0,32.8,20.8,8.1,13.7,0.594,0.0,0.0,0.0,4.6,6.9,0.663,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
719,20.0,Charles Jenkins,Hofstra,34.0,36.3,20.6,6.9,15.6,0.443,1.9,4.5,0.409,5.0,6.2,0.805,1.1,3.4,4.5,3.9,1.8,0.6,3.2,2.6
720,21.0,Jordan Crawford,Xavier,35.0,32.8,20.5,7.4,16.1,0.462,2.3,5.8,0.391,3.4,4.4,0.773,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
721,22.0,Jeremy Hazell,Seton Hall,32.0,31.7,20.4,6.9,16.3,0.423,3.1,9.1,0.338,3.6,4.8,0.758,1.1,2.3,3.5,1.5,1.5,0.2,1.2,1.7
722,23.0,Evan Turner,Ohio State,31.0,35.8,20.4,7.6,14.7,0.519,0.6,1.8,0.364,4.5,5.9,0.754,2.0,7.2,9.2,6.0,1.7,0.9,4.4,2.8
723,24.0,Donald Sims,Appalachian State,37.0,34.4,20.4,6.2,13.5,0.457,3.3,7.8,0.427,4.7,5.0,0.951,0.2,2.9,3.2,2.3,0.9,0.0,2.4,1.2
724,25.0,Jahmar Young,New Mexico State,34.0,34.8,20.3,6.7,14.6,0.459,2.1,5.7,0.374,4.7,5.6,0.838,0.4,3.1,3.5,3.1,0.8,0.2,2.7,2.6
725,26.0,Malcolm Delaney,Virginia Tech,33.0,35.8,20.2,5.7,14.6,0.387,1.9,6.2,0.306,7.0,8.3,0.842,0.9,2.8,3.7,4.5,1.2,0.1,3.0,2.9
726,27.0,Damian Lillard,Weber State,31.0,34.3,19.9,6.0,13.8,0.431,2.7,6.9,0.393,5.3,6.2,0.853,0.4,3.7,4.0,3.6,1.1,0.1,2.4,1.9
727,28.0,Robert Glenn,IUPUI,36.0,31.1,19.8,7.2,12.4,0.581,0.1,0.6,0.217,5.3,7.0,0.755,2.1,4.6,6.7,1.7,1.2,1.4,3.0,2.9
728,29.0,Ricky Harris,Massachusetts,31.0,31.2,19.8,7.0,16.3,0.427,2.2,7.3,0.302,3.6,5.0,0.729,0.8,2.6,3.5,2.9,1.3,0.1,3.6,2.3
729,30.0,Ben Smith,Jacksonville,33.0,37.5,19.8,5.7,13.9,0.408,2.5,6.8,0.358,6.0,7.7,0.779,0.7,2.5,3.2,3.6,2.0,0.1,2.0,1.7
730,31.0,Xavier Silas,Northern Illinois,25.0,31.6,19.7,5.6,14.7,0.383,2.1,6.5,0.321,6.4,7.8,0.811,1.5,3.8,5.3,1.6,0.8,0.5,2.4,3.2
731,32.0,Kevin Palmer,Texas A&M-CC,32.0,32.9,19.7,6.3,13.7,0.463,1.6,5.0,0.321,5.4,7.2,0.76,1.7,3.7,5.4,2.8,2.4,0.3,4.3,2.2
732,33.0,Jamine Peterson,Providence,31.0,30.4,19.6,7.5,16.1,0.466,1.6,4.8,0.345,3.0,5.3,0.561,4.4,5.8,10.2,1.2,1.3,0.8,1.8,2.6
733,34.0,Klay Thompson,Washington State,31.0,35.4,19.6,6.5,15.6,0.412,2.5,6.7,0.364,4.3,5.4,0.801,1.2,3.9,5.1,2.3,1.4,0.7,3.4,2.4
734,35.0,Greivis Vasquez,Maryland,33.0,33.9,19.6,6.7,15.5,0.429,2.1,5.8,0.359,4.2,4.9,0.857,1.2,3.5,4.6,6.3,1.7,0.4,3.4,2.1
735,36.0,LaceDarius Dunn,Baylor,36.0,32.6,19.6,6.4,14.3,0.45,3.2,7.7,0.419,3.5,4.1,0.857,0.8,4.0,4.8,1.9,1.4,0.3,2.5,3.0
736,37.0,Andrew Goudelock,Charleston,34.0,35.6,19.4,7.4,16.3,0.451,2.9,7.3,0.393,1.8,2.2,0.824,0.7,3.6,4.4,3.9,1.1,0.4,2.0,1.7
737,38.0,Jacob Pullen,Kansas State,37.0,31.6,19.3,5.4,13.0,0.419,3.0,7.5,0.396,5.5,6.7,0.822,0.4,2.2,2.6,3.4,1.8,0.1,2.5,2.4
738,39.0,Cameron Jones,Northern Arizona,28.0,35.1,19.3,7.3,14.4,0.502,1.2,2.8,0.423,3.6,4.9,0.739,0.8,3.9,4.6,2.8,1.3,0.0,3.1,1.8
739,40.0,Quincy Pondexter,Washington,36.0,32.3,19.3,6.8,12.9,0.528,0.5,1.4,0.353,5.2,6.3,0.827,3.0,4.4,7.4,1.8,1.3,0.6,1.9,2.5
740,41.0,John Holland,Boston University,35.0,34.4,19.2,6.1,13.4,0.459,1.7,4.8,0.357,5.2,6.1,0.851,1.7,4.4,6.1,1.1,1.6,0.3,2.1,3.3
741,42.0,Anthony Johnson,Montana,32.0,34.9,19.2,5.8,11.7,0.492,1.4,3.2,0.446,6.3,7.2,0.874,0.7,2.5,3.2,3.0,0.8,0.1,2.8,1.6
742,43.0,Corey Hassan,Sacred Heart,28.0,34.4,19.2,6.7,15.5,0.43,3.2,8.4,0.385,2.6,3.8,0.695,2.3,5.3,7.6,2.1,1.4,0.0,2.8,2.0
743,44.0,C.J. McCollum,Lehigh,33.0,31.9,19.1,6.2,13.4,0.459,2.2,5.2,0.421,4.6,5.7,0.81,1.4,3.6,5.0,2.4,1.3,0.2,2.0,1.5
744,45.0,Andrew Gonzalez,Houston Christian,32.0,33.9,18.9,6.1,13.3,0.455,1.1,3.8,0.298,5.7,7.0,0.809,1.4,4.4,5.8,1.2,0.9,0.2,3.4,2.2
745,46.0,Cory Higgins,Colorado,31.0,33.4,18.9,6.2,12.3,0.505,1.0,2.9,0.356,5.5,6.5,0.833,0.6,3.2,3.9,2.4,1.9,0.4,2.3,2.5
746,47.0,Nick Barbour,High Point,29.0,28.1,18.9,5.9,13.9,0.425,2.5,6.3,0.401,4.6,6.0,0.763,0.7,2.3,3.1,1.1,1.3,0.3,2.5,2.8
747,48.0,Kyle Roemer,Colgate,29.0,34.4,18.8,6.6,15.4,0.43,2.6,7.1,0.369,2.9,3.7,0.792,1.3,4.3,5.7,1.4,1.5,0.2,2.7,2.6
748,49.0,Charles Garcia,Seattle,31.0,26.0,18.7,6.1,12.9,0.474,0.4,1.5,0.277,6.0,9.8,0.615,2.6,5.7,8.3,1.0,0.5,0.8,4.0,3.2
749,50.0,Dzherom Rendl,California,35.0,35.0,18.6,6.0,13.1,0.457,2.6,6.5,0.404,4.0,4.3,0.933,0.4,1.7,2.1,4.3,0.7,0.0,3.5,1.5
750,51.0,Dominic Waters,Portland State,32.0,33.7,18.6,6.0,12.4,0.485,2.2,5.2,0.424,4.3,4.8,0.902,0.3,2.0,2.3,4.7,0.8,0.0,3.5,2.6
751,52.0,Keion Bell,Pepperdine,31.0,31.5,18.5,6.3,14.6,0.427,1.3,3.6,0.357,4.7,6.3,0.75,1.3,3.8,5.1,3.2,1.3,0.3,3.9,1.5
752,53.0,Talor Battle,Penn State,31.0,37.0,18.5,6.2,14.8,0.42,2.3,6.5,0.35,3.8,5.4,0.705,0.6,4.7,5.3,4.2,1.1,0.1,2.3,1.7
753,54.0,Rodney Green,La Salle,30.0,37.1,18.5,6.8,16.4,0.415,1.2,4.4,0.265,3.7,5.3,0.703,0.9,4.2,5.1,4.3,1.6,0.2,4.0,1.9
754,55.0,Austin Kenon,Virginia Military,29.0,31.3,18.4,5.6,14.3,0.388,2.8,8.3,0.331,4.6,5.4,0.842,1.2,1.8,3.0,3.6,1.4,0.1,2.5,2.4
755,56.0,Rodney Pierce,Buffalo,29.0,34.0,18.4,6.5,15.8,0.41,2.0,5.6,0.354,3.5,4.3,0.81,0.6,2.8,3.4,3.2,1.5,0.2,2.3,2.2
756,57.0,Kyle Gibson,Louisiana Tech,31.0,34.4,18.4,5.3,13.3,0.397,2.0,6.0,0.328,5.9,7.1,0.84,0.9,3.0,3.9,3.0,0.9,0.1,2.4,2.1
757,58.0,Dior Lowhorn,San Francisco,29.0,28.8,18.4,6.5,13.9,0.47,0.8,2.7,0.282,4.6,5.7,0.811,2.2,4.4,6.6,0.6,0.7,0.5,2.0,2.2
758,59.0,Alex Young,IUPUI,36.0,31.6,18.3,6.7,13.8,0.488,2.0,5.1,0.396,2.9,4.3,0.671,1.4,3.2,4.5,1.2,1.5,0.6,2.2,2.9
759,60.0,Scottie Reynolds,Villanova,33.0,30.3,18.2,5.5,12.0,0.457,2.1,5.4,0.385,5.2,6.2,0.838,0.5,2.2,2.7,3.3,1.5,0.1,2.6,2.1
760,61.0,Dana Smith,Longwood,31.0,31.8,18.2,6.3,13.2,0.478,1.1,3.1,0.34,4.6,6.9,0.664,2.5,4.8,7.2,2.5,1.0,0.5,3.0,3.3
761,62.0,Jawan Carter,Delaware,31.0,39.2,18.2,5.2,13.3,0.387,2.4,7.3,0.326,5.5,6.8,0.807,0.7,2.5,3.3,4.9,1.3,0.0,3.0,2.7
762,63.0,John Shurna,Northwestern,34.0,36.4,18.2,6.4,13.9,0.459,2.3,6.5,0.355,3.1,4.1,0.775,1.7,4.6,6.4,2.6,0.8,0.9,2.0,2.2
763,64.0,Jon Scheyer,Duke,40.0,36.8,18.2,5.3,13.3,0.399,2.8,7.2,0.383,4.9,5.5,0.878,0.8,2.8,3.6,4.9,1.6,0.3,1.6,1.4
764,65.0,Vlad Moldoveanu,American University,22.0,32.4,18.1,5.7,12.7,0.452,2.2,5.6,0.387,4.5,5.6,0.798,1.6,4.9,6.5,2.0,0.7,0.4,2.4,3.3
765,66.0,Manny Harris,Michigan,31.0,36.1,18.1,5.8,13.9,0.421,1.5,5.0,0.308,4.9,6.1,0.8,1.8,4.2,6.0,4.1,1.8,0.4,2.8,1.5
766,67.0,Lazar Hayward,Marquette,34.0,32.3,18.1,6.5,15.1,0.432,1.9,5.5,0.349,3.1,3.7,0.843,2.1,5.4,7.5,1.5,1.9,0.5,2.0,3.4
767,68.0,Garrison Johnson,Jackson State,32.0,33.7,18.1,5.4,14.5,0.37,2.3,6.5,0.351,5.0,6.9,0.732,1.5,3.0,4.5,1.5,1.0,0.5,2.2,1.9
768,69.0,Chris Gaston,Fordham,28.0,35.0,18.0,6.8,15.1,0.449,0.1,0.8,0.091,4.4,6.5,0.67,4.1,7.3,11.4,1.5,0.9,1.8,4.5,2.6
